TNAME	SUBKINGDOM	INFRAKINGDOM	SUPERPHYLUM	PHYLUM	SUBPHYLUM	INFRAPHYLUM	SUPERCLASS	CLASS	SUBCLASS	INFRACLASS	SUPERORDER	ORDER	SUBORDER	INFRAORDER	SUPERFAMILY	FAMILY	SUBFAMILY	TRIBE	SUBTRIBE	GENUS	SPECIES	NUMOCC	otufin	otufin2
NYCTIOPHYLAX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	POLYCENTROPODIDAE	POLYCENTROPODINAE	NA	NA	NYCTIOPHYLAX	NA	19	NYCTIOPHYLAX	NYCTIOPHYLAX
POLYCENTROPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	POLYCENTROPODIDAE	POLYCENTROPODINAE	NA	NA	POLYCENTROPUS	NA	415	POLYCENTROPUS	POLYCENTROPUS
POLYCENTROPODIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	POLYCENTROPODIDAE	NA	NA	NA	NA	NA	16	POLYCENTROPODIDAE	NA
LYPE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	PSYCHOMYIIDAE	PSYCHOMYIINAE	NA	NA	LYPE	NA	108	LYPE	LYPE
PSYCHOMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	PSYCHOMYIIDAE	PSYCHOMYIINAE	NA	NA	PSYCHOMYIA	NA	132	PSYCHOMYIA	PSYCHOMYIA
PSYCHOMYIIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	PSYCHOMYIIDAE	NA	NA	NA	NA	NA	6	PSYCHOMYIIDAE	NA
HYDROPTILA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	HYDROPTILINAE	HYDROPTILINI	NA	HYDROPTILA	NA	237	HYDROPTILA	HYDROPTILA
OXYETHIRA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	HYDROPTILINAE	HYDROPTILINI	NA	OXYETHIRA	NA	30	OXYETHIRA	OXYETHIRA
LEUCOTRICHIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	HYDROPTILINAE	LEUCOTRICHIINI	NA	LEUCOTRICHIA	NA	52	LEUCOTRICHIA	LEUCOTRICHIA
MAYATRICHIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	HYDROPTILINAE	NEOTRICHIINI	NA	MAYATRICHIA	NA	1	MAYATRICHIA	MAYATRICHIA
NEOTRICHIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	HYDROPTILINAE	NEOTRICHIINI	NA	NEOTRICHIA	NA	3	NEOTRICHIA	NEOTRICHIA
OCHROTRICHIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	HYDROPTILINAE	OCHROTRICHIINI	NA	OCHROTRICHIA	NA	6	OCHROTRICHIA	OCHROTRICHIA
PALAEAGAPETUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	PTILOCOLEPINAE	NA	NA	PALAEAGAPETUS	NA	13	PALAEAGAPETUS	PALAEAGAPETUS
HYDROPTILIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPTILOIDEA	HYDROPTILIDAE	NA	NA	NA	NA	NA	12	HYDROPTILIDAE	NA
HETEROPLECTRON.AMERICANUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	CALAMOCERATIDAE	CALAMOCERATINAE	NA	NA	HETEROPLECTRON	HETEROPLECTRON.AMERICANUM	2	HETEROPLECTRON.AMERICANUM	HETEROPLECTRON.AMERICANUM
CERACLEA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	ATHRIPSODINI	NA	CERACLEA	NA	39	CERACLEA	CERACLEA
LEPTOCERUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	LEPTOCERINI	NA	LEPTOCERUS	NA	1	LEPTOCERUS	LEPTOCERUS
MYSTACIDES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	MYSTACIDINI	NA	MYSTACIDES	NA	66	MYSTACIDES	MYSTACIDES
NECTOPSYCHE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	NECTOPSYCHINI	NA	NECTOPSYCHE	NA	3	NECTOPSYCHE	NECTOPSYCHE
OECETIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	OECETINI	NA	OECETIS	NA	100	OECETIS	OECETIS
SETODES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	SETODINI	NA	SETODES	NA	85	SETODES	SETODES
TRIAENODES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	LEPTOCERINAE	TRIAENODINI	NA	TRIAENODES	NA	15	TRIAENODES	TRIAENODES
LEPTOCERIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	LEPTOCERIDAE	NA	NA	NA	NA	NA	14	LEPTOCERIDAE	NA
MOLANNA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	MOLANNIDAE	NA	NA	NA	MOLANNA	NA	9	MOLANNA	MOLANNA
PSILOTRETA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LEPTOCEROIDEA	ODONTOCERIDAE	ODONTOCERINAE	NA	NA	PSILOTRETA	NA	212	PSILOTRETA	PSILOTRETA
APATANIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	APATANIIDAE	APATANIINAE	APATANIINI	NA	APATANIA	NA	395	APATANIA	APATANIA
ADICROPHLEPS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	ADICROPHLEPS	NA	6	ADICROPHLEPS	ADICROPHLEPS
BRACHYCENTRUS.AMERICANUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	BRACHYCENTRUS.AMERICANUS	132	BRACHYCENTRUS.AMERICANUS	BRACHYCENTRUS.AMERICANUS
BRACHYCENTRUS.APPALACHIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	BRACHYCENTRUS.APPALACHIA	154	BRACHYCENTRUS.APPALACHIA	BRACHYCENTRUS.APPALACHIA
BRACHYCENTRUS.INCANUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	BRACHYCENTRUS.INCANUS	5	BRACHYCENTRUS.INCANUS	BRACHYCENTRUS.INCANUS
BRACHYCENTRUS.LATERALIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	BRACHYCENTRUS.LATERALIS	9	BRACHYCENTRUS.LATERALIS	BRACHYCENTRUS.LATERALIS
BRACHYCENTRUS.NUMEROSUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	BRACHYCENTRUS.NUMEROSUS	16	BRACHYCENTRUS.NUMEROSUS	BRACHYCENTRUS.NUMEROSUS
BRACHYCENTRUS.SOLOMONI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	BRACHYCENTRUS.SOLOMONI	90	BRACHYCENTRUS.SOLOMONI	BRACHYCENTRUS.SOLOMONI
BRACHYCENTRUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	BRACHYCENTRUS	NA	4	BRACHYCENTRUS	NA
MICRASEMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	BRACHYCENTRIDAE	NA	NA	NA	MICRASEMA	NA	196	MICRASEMA	MICRASEMA
GOERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	GOERIDAE	GOERINAE	NA	NA	GOERA	NA	123	GOERA	GOERA
LEPIDOSTOMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LEPIDOSTOMATIDAE	LEPIDOSTOMATINAE	NA	NA	LEPIDOSTOMA	NA	790	LEPIDOSTOMA	LEPIDOSTOMA
FRENESIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	CHILOSTIGMINI	NA	FRENESIA	NA	1	FRENESIA	FRENESIA
GLYPHOPSYCHE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	CHILOSTIGMINI	NA	GLYPHOPSYCHE	NA	1	GLYPHOPSYCHE	GLYPHOPSYCHE
GRENSIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	CHILOSTIGMINI	NA	GRENSIA	NA	1	GRENSIA	GRENSIA
PSYCHOGLYPHA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	CHILOSTIGMINI	NA	PSYCHOGLYPHA	NA	1	PSYCHOGLYPHA	PSYCHOGLYPHA
LIMNEPHILUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	LIMNEPHILINI	NA	LIMNEPHILUS	NA	27	LIMNEPHILUS	LIMNEPHILUS
NEMOTAULIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	LIMNEPHILINI	NA	NEMOTAULIUS	NA	14	NEMOTAULIUS	NEMOTAULIUS
PLATYCENTROPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	LIMNEPHILINI	NA	PLATYCENTROPUS	NA	7	PLATYCENTROPUS	PLATYCENTROPUS
HYDATOPHYLAX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	STENOPHYLACINI	NA	HYDATOPHYLAX	NA	176	HYDATOPHYLAX	HYDATOPHYLAX
PYCNOPSYCHE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	LIMNEPHILINAE	STENOPHYLACINI	NA	PYCNOPSYCHE	NA	18	PYCNOPSYCHE	PYCNOPSYCHE
PSEUDOSTENOPHYLAX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	PSEUDOSTENOPHYLACINAE	NA	NA	PSEUDOSTENOPHYLAX	NA	2	PSEUDOSTENOPHYLAX	PSEUDOSTENOPHYLAX
LIMNEPHILIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	LIMNEPHILIDAE	NA	NA	NA	NA	NA	194	LIMNEPHILIDAE	NA
NEOPHYLAX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	LIMNEPHILOIDEA	UENOIDAE	THREMMATINAE	NA	NA	NEOPHYLAX	NA	132	NEOPHYLAX	NEOPHYLAX
CHIMARRA.ATERRIMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	CHIMARRINAE	NA	NA	CHIMARRA	CHIMARRA.ATERRIMA	322	CHIMARRA.ATERRIMA	CHIMARRA.ATERRIMA
CHIMARRA.FERIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	CHIMARRINAE	NA	NA	CHIMARRA	CHIMARRA.FERIA	1	CHIMARRA.FERIA	CHIMARRA.FERIA
CHIMARRA.OBSCURA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	CHIMARRINAE	NA	NA	CHIMARRA	CHIMARRA.OBSCURA	84	CHIMARRA.OBSCURA	CHIMARRA.OBSCURA
CHIMARRA.SOCIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	CHIMARRINAE	NA	NA	CHIMARRA	CHIMARRA.SOCIA	76	CHIMARRA.SOCIA	CHIMARRA.SOCIA
CHIMARRA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	CHIMARRINAE	NA	NA	CHIMARRA	NA	13	CHIMARRA	NA
DOLOPHILODES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	PHILOPOTAMINAE	NA	NA	DOLOPHILODES	NA	980	DOLOPHILODES	DOLOPHILODES
WORMALDIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	PHILOPOTAMINAE	NA	NA	WORMALDIA	NA	44	WORMALDIA	WORMALDIA
PHILOPOTAMIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHILOPOTAMOIDEA	PHILOPOTAMIDAE	NA	NA	NA	NA	NA	5	PHILOPOTAMIDAE	NA
AGRYPNIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	PHRYGANEINAE	NA	NA	AGRYPNIA	NA	1	AGRYPNIA	AGRYPNIA
BANKSIOLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	PHRYGANEINAE	NA	NA	BANKSIOLA	NA	2	BANKSIOLA	BANKSIOLA
FABRIA.INORNATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	PHRYGANEINAE	NA	NA	FABRIA	FABRIA.INORNATA	3	FABRIA.INORNATA	FABRIA.INORNATA
OLIGOSTOMIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	PHRYGANEINAE	NA	NA	OLIGOSTOMIS	NA	43	OLIGOSTOMIS	OLIGOSTOMIS
PHRYGANEA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	PHRYGANEINAE	NA	NA	PHRYGANEA	NA	2	PHRYGANEA	PHRYGANEA
PTILOSTOMIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	PHRYGANEINAE	NA	NA	PTILOSTOMIS	NA	60	PTILOSTOMIS	PTILOSTOMIS
PHRYGANEIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	PHRYGANEOIDEA	PHRYGANEIDAE	NA	NA	NA	NA	NA	43	PHRYGANEIDAE	NA
RHYACOPHILA.ACUTILOBA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	RHYACOPHILOIDEA	RHYACOPHILIDAE	NA	NA	NA	RHYACOPHILA	RHYACOPHILA.ACUTILOBA	370	RHYACOPHILA.ACUTILOBA	RHYACOPHILA.ACUTILOBA
RHYACOPHILA.ATRATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	RHYACOPHILOIDEA	RHYACOPHILIDAE	NA	NA	NA	RHYACOPHILA	RHYACOPHILA.ATRATA	58	RHYACOPHILA.ATRATA	RHYACOPHILA.ATRATA
RHYACOPHILA.CAROLINA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	RHYACOPHILOIDEA	RHYACOPHILIDAE	NA	NA	NA	RHYACOPHILA	RHYACOPHILA.CAROLINA	331	RHYACOPHILA.CAROLINA	RHYACOPHILA.CAROLINA
RHYACOPHILA.CARPENTERI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	RHYACOPHILOIDEA	RHYACOPHILIDAE	NA	NA	NA	RHYACOPHILA	RHYACOPHILA.CARPENTERI	5	RHYACOPHILA.CARPENTERI	RHYACOPHILA.CARPENTERI
RHYACOPHILA.FUSCULA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	RHYACOPHILOIDEA	RHYACOPHILIDAE	NA	NA	NA	RHYACOPHILA	RHYACOPHILA.FUSCULA	807	RHYACOPHILA.FUSCULA	RHYACOPHILA.FUSCULA
